Site,Year,Habitat,Collection_Method,Date,Replicate,Taxon,Stage,Insect,Origin,Higher_classification,Order,Family,Common_name,Abundance,Biomass
barr,2013,dry tundra,cup trap,28-Jun-13,1,Hymenoptera bees and wasps,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,bees,1,166.2857168
barr,2013,dry tundra,cup trap,28-Jun-13,1,Tipulidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,5,30.85618515
barr,2013,dry tundra,cup trap,28-Jun-13,1,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,8,2.463614481
barr,2013,dry tundra,cup trap,28-Jun-13,1,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,7,0.739696167
barr,2013,dry tundra,cup trap,28-Jun-13,1,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,4,4.107141882
barr,2013,dry tundra,cup trap,28-Jun-13,1,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,28,6.123190247
barr,2013,dry tundra,cup trap,28-Jun-13,1,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,2,0.599705667
barr,2013,dry tundra,cup trap,28-Jun-13,1,Trichocera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Trichoceridae,winter crane flies,1,0.598102853
barr,2013,dry tundra,cup trap,1-Jul-13,1,Tipulidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,7,43.29211678
barr,2013,dry tundra,cup trap,1-Jul-13,1,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,4,1.921385581
barr,2013,dry tundra,cup trap,1-Jul-13,1,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,10,8.277769929
barr,2013,dry tundra,cup trap,1-Jul-13,1,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,0.413179363
barr,2013,dry tundra,cup trap,1-Jul-13,1,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,1,0.100112837
barr,2013,dry tundra,cup trap,1-Jul-13,1,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,16,3.305434902
barr,2013,dry tundra,cup trap,1-Jul-13,1,Saldidae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Saldidae,shore bugs,1,4.134976983
barr,2013,dry tundra,cup trap,1-Jul-13,1,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,2,0.599705667
barr,2013,dry tundra,cup trap,4-Jul-13,1,Tipulidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,9,60.19327393
barr,2013,dry tundra,cup trap,4-Jul-13,1,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,55,26.41905174
barr,2013,dry tundra,cup trap,4-Jul-13,1,Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Cecidomyiidae,gall gnats,6,0.413035984
barr,2013,dry tundra,cup trap,4-Jul-13,1,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,43,8.012634158
barr,2013,dry tundra,cup trap,4-Jul-13,1,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,11,1.212839091
barr,2013,dry tundra,cup trap,4-Jul-13,1,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,1,0.947191171
barr,2013,dry tundra,cup trap,4-Jul-13,1,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,43,8.883356299
barr,2013,dry tundra,cup trap,4-Jul-13,1,Saldidae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Saldidae,shore bugs,1,4.134976983
barr,2013,dry tundra,cup trap,4-Jul-13,1,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,5,1.474521055
barr,2013,dry tundra,cup trap,4-Jul-13,1,Trichocera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Trichoceridae,winter crane flies,12,7.453213117
barr,2013,dry tundra,cup trap,7-Jul-13,1,Tipulidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,5,33.0969484
barr,2013,dry tundra,cup trap,7-Jul-13,1,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,44,21.13524139
barr,2013,dry tundra,cup trap,7-Jul-13,1,Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Cecidomyiidae,gall gnats,9,0.952758028
barr,2013,dry tundra,cup trap,7-Jul-13,1,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,73,6.363114296
barr,2013,dry tundra,cup trap,7-Jul-13,1,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,19,1.884043994
barr,2013,dry tundra,cup trap,7-Jul-13,1,Psychodidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Psychodidae,moth flies,3,0.146482742
barr,2013,dry tundra,cup trap,7-Jul-13,1,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,5,2.054694732
barr,2013,dry tundra,cup trap,7-Jul-13,1,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,60,12.39538088
barr,2013,dry tundra,cup trap,7-Jul-13,1,Saldidae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Saldidae,shore bugs,1,4.134976983
barr,2013,dry tundra,cup trap,7-Jul-13,1,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,3,0.808543665
barr,2013,dry tundra,cup trap,7-Jul-13,1,Trichocera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Trichoceridae,winter crane flies,4,1.72589065
barr,2013,dry tundra,cup trap,10-Jul-13,1,Tipulidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,1,5.88389894
barr,2013,dry tundra,cup trap,10-Jul-13,1,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,18,0.894468894
barr,2013,dry tundra,cup trap,13-Jul-13,1,Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Cecidomyiidae,gall gnats,5,0.601787939
barr,2013,dry tundra,cup trap,13-Jul-13,1,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,26,5.712407921
barr,2013,dry tundra,cup trap,13-Jul-13,1,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,0.355404324
barr,2013,dry tundra,cup trap,13-Jul-13,1,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,5,3.855189811
barr,2013,dry tundra,cup trap,13-Jul-13,1,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,2,0.413179363
barr,2013,dry tundra,cup trap,13-Jul-13,1,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,2,1.043171409
barr,2013,dry tundra,cup trap,16-Jul-13,1,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,23,11.04796709
barr,2013,dry tundra,cup trap,16-Jul-13,1,Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Cecidomyiidae,gall gnats,9,0.732100072
barr,2013,dry tundra,cup trap,16-Jul-13,1,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,20,3.574328753
barr,2013,dry tundra,cup trap,16-Jul-13,1,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,0.590881525
barr,2013,dry tundra,cup trap,16-Jul-13,1,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,1,0.049439893
barr,2013,dry tundra,cup trap,16-Jul-13,1,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,5,1.032948407
barr,2013,dry tundra,cup trap,16-Jul-13,1,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,1,0.509069418
barr,2013,dry tundra,cup trap,16-Jul-13,1,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,3,1.695475149
barr,2013,dry tundra,cup trap,16-Jul-13,1,Trichocera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Trichoceridae,winter crane flies,1,0.874081738
barr,2013,dry tundra,cup trap,19-Jul-13,1,Tipulidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,1,6.729657762
barr,2013,dry tundra,cup trap,19-Jul-13,1,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,33,15.85143104
barr,2013,dry tundra,cup trap,19-Jul-13,1,Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Cecidomyiidae,gall gnats,3,0.319064088
barr,2013,dry tundra,cup trap,19-Jul-13,1,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,34,3.057325357
barr,2013,dry tundra,cup trap,19-Jul-13,1,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,0.708620125
barr,2013,dry tundra,cup trap,19-Jul-13,1,Culicidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Culicidae,mosquitoes,1,0.850454037
barr,2013,dry tundra,cup trap,19-Jul-13,1,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,6,2.808468961
barr,2013,dry tundra,cup trap,19-Jul-13,1,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,5,1.032948407
barr,2013,dry tundra,cup trap,19-Jul-13,1,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,2,1.537292895
barr,2013,dry tundra,cup trap,19-Jul-13,1,Saldidae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Saldidae,shore bugs,2,8.269953966
barr,2013,dry tundra,cup trap,19-Jul-13,1,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,2,0.781735337
barr,2013,dry tundra,cup trap,19-Jul-13,1,Trichocera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Trichoceridae,winter crane flies,1,0.598102853
barr,2013,dry tundra,cup trap,22-Jul-13,1,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,55,26.41905174
barr,2013,dry tundra,cup trap,22-Jul-13,1,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,24,6.146777328
barr,2013,dry tundra,cup trap,22-Jul-13,1,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,8,0.946285848
barr,2013,dry tundra,cup trap,22-Jul-13,1,Culicidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Culicidae,mosquitoes,2,3.37667902
barr,2013,dry tundra,cup trap,22-Jul-13,1,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,34,24.06249278
barr,2013,dry tundra,cup trap,22-Jul-13,1,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,18,3.718614265
barr,2013,dry tundra,cup trap,22-Jul-13,1,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,5,1.226219662
barr,2013,dry tundra,cup trap,22-Jul-13,1,Trichocera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Trichoceridae,winter crane flies,3,2.346266329
barr,2013,dry tundra,cup trap,25-Jul-13,1,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,14,6.724849534
barr,2013,dry tundra,cup trap,25-Jul-13,1,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,3,0.510946442
barr,2013,dry tundra,cup trap,25-Jul-13,1,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,9,2.890943553
barr,2013,dry tundra,cup trap,28-Jul-13,1,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,5,2.401731976
barr,2013,dry tundra,cup trap,28-Jul-13,1,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,1,0.049692716
barr,2013,dry tundra,cup trap,28-Jul-13,1,Saldidae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Saldidae,shore bugs,1,4.134976983
barr,2013,dry tundra,cup trap,31-Jul-13,1,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,69,33.14390127
barr,2013,dry tundra,cup trap,31-Jul-13,1,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,3,1.675390296
barr,2013,dry tundra,cup trap,31-Jul-13,1,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1,0.206589681
barr,2013,dry tundra,cup trap,31-Jul-13,1,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,6,1.526126354
barr,2013,dry tundra,cup trap,31-Jul-13,1,Saldidae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Saldidae,shore bugs,1,4.134976983
barr,2013,dry tundra,cup trap,31-Jul-13,1,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,1,0.390867669
barr,2013,dry tundra,cup trap,13-Jun-13,2,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,3,15.74054741
barr,2013,dry tundra,cup trap,13-Jun-13,2,Lepidoptera,L,insect,Terrestrial,Arthropoda: Insecta,Lepidoptera,x,moths,2,19.72898395
barr,2013,dry tundra,cup trap,13-Jun-13,2,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,4,1.002703746
barr,2013,dry tundra,cup trap,13-Jun-13,2,Saldidae,L,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Saldidae,shore bugs,2,5.305890629
barr,2013,dry tundra,cup trap,16-Jun-13,2,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,1,0.480346395
barr,2013,dry tundra,cup trap,16-Jun-13,2,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,3,10.26393139
barr,2013,dry tundra,cup trap,16-Jun-13,2,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,2,1.076086453
barr,2013,dry tundra,cup trap,16-Jun-13,2,Saldidae,L,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Saldidae,shore bugs,2,3.85294182
barr,2013,dry tundra,cup trap,16-Jun-13,2,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,2,0.301918049
barr,2013,dry tundra,cup trap,19-Jun-13,2,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,15,7.205195929
barr,2013,dry tundra,cup trap,19-Jun-13,2,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,4,9.727167262
barr,2013,dry tundra,cup trap,19-Jun-13,2,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,3,3.670600958
barr,2013,dry tundra,cup trap,19-Jun-13,2,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1,0.088851081
barr,2013,dry tundra,cup trap,19-Jun-13,2,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,9,3.689372931
barr,2013,dry tundra,cup trap,19-Jun-13,2,Saldidae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Saldidae,shore bugs,1,2.914096196
barr,2013,dry tundra,cup trap,19-Jun-13,2,Saldidae,L,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Saldidae,shore bugs,2,2.530650143
barr,2013,dry tundra,cup trap,19-Jun-13,2,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,7,2.815480082
barr,2013,dry tundra,cup trap,19-Jun-13,2,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,18,1.290685489
barr,2013,dry tundra,cup trap,19-Jun-13,2,Trichocera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Trichoceridae,winter crane flies,1,0.480346395
barr,2013,dry tundra,cup trap,22-Jun-13,2,Hymenoptera bees and wasps,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,bees,1,108.0751652
barr,2013,dry tundra,cup trap,22-Jun-13,2,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,23,11.04796709
barr,2013,dry tundra,cup trap,22-Jun-13,2,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,2,6.42614564
barr,2013,dry tundra,cup trap,22-Jun-13,2,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,12,11.57340678
barr,2013,dry tundra,cup trap,22-Jun-13,2,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,5.238853111
barr,2013,dry tundra,cup trap,22-Jun-13,2,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,18,4.110127436
barr,2013,dry tundra,cup trap,22-Jun-13,2,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,1,0.307440005
barr,2013,dry tundra,cup trap,22-Jun-13,2,Saldidae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Saldidae,shore bugs,4,16.53990793
barr,2013,dry tundra,cup trap,22-Jun-13,2,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,6,1.617087331
barr,2013,dry tundra,cup trap,25-Jun-13,2,Tipulidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,2,11.76779788
barr,2013,dry tundra,cup trap,25-Jun-13,2,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,2,0.960692791
barr,2013,dry tundra,cup trap,25-Jun-13,2,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,3,1.635970809
barr,2013,dry tundra,cup trap,25-Jun-13,2,Saldidae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Saldidae,shore bugs,1,4.134976983
barr,2013,dry tundra,cup trap,25-Jun-13,2,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,2,0.417675997
barr,2013,dry tundra,cup trap,28-Jun-13,2,Tipulidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,13,78.59551042
barr,2013,dry tundra,cup trap,28-Jun-13,2,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,26,12.48900628
barr,2013,dry tundra,cup trap,28-Jun-13,2,Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Cecidomyiidae,gall gnats,3,0.146482742
barr,2013,dry tundra,cup trap,28-Jun-13,2,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,1,4.582226826
barr,2013,dry tundra,cup trap,28-Jun-13,2,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,15,3.238188114
barr,2013,dry tundra,cup trap,28-Jun-13,2,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,7,0.739696167
barr,2013,dry tundra,cup trap,28-Jun-13,2,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,23,5.820434181
barr,2013,dry tundra,cup trap,28-Jun-13,2,Saldidae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Saldidae,shore bugs,1,4.134976983
barr,2013,dry tundra,cup trap,28-Jun-13,2,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,4,1.642877076
barr,2013,dry tundra,cup trap,28-Jun-13,2,Trichocera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Trichoceridae,winter crane flies,8,4.784822821
barr,2013,dry tundra,cup trap,1-Jul-13,2,Tipulidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,2,11.82662377
barr,2013,dry tundra,cup trap,1-Jul-13,2,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,10,4.803463953
barr,2013,dry tundra,cup trap,1-Jul-13,2,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,7,6.311373427
barr,2013,dry tundra,cup trap,1-Jul-13,2,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,0.266553243
barr,2013,dry tundra,cup trap,1-Jul-13,2,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,1,0.27061607
barr,2013,dry tundra,cup trap,1-Jul-13,2,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,12,3.262102519
barr,2013,dry tundra,cup trap,1-Jul-13,2,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,1,1.472611437
barr,2013,dry tundra,cup trap,1-Jul-13,2,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,5,1.669685404
barr,2013,dry tundra,cup trap,4-Jul-13,2,Tipulidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,5,27.46912296
barr,2013,dry tundra,cup trap,4-Jul-13,2,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,39,18.73350941
barr,2013,dry tundra,cup trap,4-Jul-13,2,Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Cecidomyiidae,gall gnats,8,0.390620644
barr,2013,dry tundra,cup trap,4-Jul-13,2,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,1,3.019664816
barr,2013,dry tundra,cup trap,4-Jul-13,2,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,30,5.311932373
barr,2013,dry tundra,cup trap,4-Jul-13,2,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,12,1.654905973
barr,2013,dry tundra,cup trap,4-Jul-13,2,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,59,13.75484389
barr,2013,dry tundra,cup trap,4-Jul-13,2,Saldidae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Saldidae,shore bugs,1,4.134976983
barr,2013,dry tundra,cup trap,4-Jul-13,2,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,3,0.808543665
barr,2013,dry tundra,cup trap,4-Jul-13,2,Trichocera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Trichoceridae,winter crane flies,6,3.588617116
barr,2013,dry tundra,cup trap,7-Jul-13,2,Tipulidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,1,5.88389894
barr,2013,dry tundra,cup trap,7-Jul-13,2,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,39,18.73350941
barr,2013,dry tundra,cup trap,7-Jul-13,2,Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Cecidomyiidae,gall gnats,7,0.501887065
barr,2013,dry tundra,cup trap,7-Jul-13,2,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,37,6.417566947
barr,2013,dry tundra,cup trap,7-Jul-13,2,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,16,2.363526098
barr,2013,dry tundra,cup trap,7-Jul-13,2,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,5,3.008635183
barr,2013,dry tundra,cup trap,7-Jul-13,2,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,72,14.87445706
barr,2013,dry tundra,cup trap,7-Jul-13,2,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,2,2.177992423
barr,2013,dry tundra,cup trap,7-Jul-13,2,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,7,2.37201434
barr,2013,dry tundra,cup trap,7-Jul-13,2,Trichocera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Trichoceridae,winter crane flies,4,1.83030778
barr,2013,dry tundra,cup trap,10-Jul-13,2,Tipulidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,1,6.729657762
barr,2013,dry tundra,cup trap,10-Jul-13,2,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,2,0.751858532
barr,2013,dry tundra,cup trap,10-Jul-13,2,Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Cecidomyiidae,gall gnats,1,0.088851081
barr,2013,dry tundra,cup trap,10-Jul-13,2,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,17,8.26375065
barr,2013,dry tundra,cup trap,10-Jul-13,2,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,10,3.240436327
barr,2013,dry tundra,cup trap,10-Jul-13,2,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,4,2.086342817
barr,2013,dry tundra,cup trap,13-Jul-13,2,Tipulidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,1,5.096966005
barr,2013,dry tundra,cup trap,13-Jul-13,2,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,1,0.480346395
barr,2013,dry tundra,cup trap,13-Jul-13,2,Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Cecidomyiidae,gall gnats,1,0.141361926
